"Zeit";"Einstrahlung auf die Horizontale ";"Diffusstrahlung auf die Horizontale ";"Außentemperatur ";"Netzeinspeisung ";"Netzbezug ";"Verbrauch ";"Einspeiseabregelung ";"Direkter Eigenverbrauch ";"Eigenverbrauch ";"Ladung des E-Fahrzeugs(PV-Anlage) ";"Ladung des E-Fahrzeugs(Netz) ";"Entladen des E-Fahrzeugs zur Verbrauchsdeckung ";"Entladen des E-Fahrzeugs ins Netz ";"Verluste durch Laden/Entladen ";"Ladung des E-Fahrzeugs (Gruppe 1) (PV-Anlage) ";"Ladung des E-Fahrzeugs (Gruppe 1) (Netz) ";"Entladen des E-Fahrzeugs zur Verbrauchsdeckung (Gruppe 1)  ";"Entladen des E-Fahrzeugs ins Netz (Gruppe 1)  ";"Verluste durch Laden/Entladen (Gruppe 1)  ";"Ladung des E-Fahrzeugs (Gruppe 2) (PV-Anlage) ";"Ladung des E-Fahrzeugs (Gruppe 2) (Netz) ";"Entladen des E-Fahrzeugs zur Verbrauchsdeckung (Gruppe 2)  ";"Entladen des E-Fahrzeugs ins Netz (Gruppe 2)  ";"Verluste durch Laden/Entladen (Gruppe 2)  ";"Ladung des E-Fahrzeugs (Gruppe 3) (PV-Anlage) ";"Ladung des E-Fahrzeugs (Gruppe 3) (Netz) ";"Entladen des E-Fahrzeugs zur Verbrauchsdeckung (Gruppe 3)  ";"Entladen des E-Fahrzeugs ins Netz (Gruppe 3)  ";"Verluste durch Laden/Entladen (Gruppe 3)  ";"Ladezustand (auf C10 bezogen) E-Fahrzeug 1 ";"Zyklenbelastung (Elektrofahrzeug 1) ";"Ladezustand (auf C10 bezogen) E-Fahrzeug 2 ";"Zyklenbelastung (Elektrofahrzeug 2) ";"Ladezustand (auf C10 bezogen) E-Fahrzeug 3 ";"Zyklenbelastung (Elektrofahrzeug 3) ";"Globalstrahlung horizontal ";"Abweichung vom Standardspektrum ";"Bodenreflexion (Albedo) ";"Ausrichtung und Neigung der Modulebene ";"Abschattung ";"Reflexion an Moduloberfläche ";"Einstrahlung auf die Modul-Rückseite ";"Globalstrahlung auf Modul ";"PV Globalstrahlung ";"Bifazialität ";"Verschmutzung ";"STC Konversion (Modul-Nennwirkungsgrad) ";"PV Nennenergie ";"Schwachlichtverhalten ";"Modulspezifische Teilabschattung ";"Abweichung von der Nenn-Modultemperatur ";"Dioden ";"Mismatch (Herstellerangaben) ";"Mismatch (Verschaltung/Abschattung) ";"Leistungsoptimierer (DC-Wandlung/Abregelung) ";"PV-Energie (DC) ohne Wechselrichter-Abregelung ";"Unterschreitung der DC-Startleistung ";"Abregelung wegen MPP-Spannungsbereich ";"Abregelung wegen max. DC-Strom ";"Abregelung wegen max. DC-Leistung ";"Abregelung wegen max. AC-Leistung/cos phi ";"MPP Anpassung ";"PV-Energie (DC) ";"Energie am WR-Eingang ";"Abweichung der Eingangs- von der Nennspannung ";"DC/AC-Wandlung ";"Eigenverbrauch (Standby oder Nacht) ";"Kabelverluste Gesamt ";"PV-Energie (AC) abzgl. Standby-Verbrauch ";"Eingespeiste Energie ";
;kWh/m²;kWh/m²;°C;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;-;0_1;-;0_1;-;0_1;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;

30.06. 07:00;0,35474;0,17054;14,65;0;242,25;734,6;0;492,35;492,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,35474;-0,0035474;0,0034232;-0,016024;-0,0014313;-0,030263;0;0,3069;2733,8;0;0;-2185,4;548,44;-6,7265;-26,134;2,5768;-0,29176;-10,357;-3,7195;0;503,79;0;0;0;0;0;-0,51084;503,28;503,28;-1,3943;-9,5351;0;0;492,35;492,35;
30.06. 08:00;0,49268;0,21649;16,36;0;61,699;761,64;0;699,94;699,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,49268;-0,0049268;0,0047543;-0,026526;-0,0016713;-0,027712;0;0,4366;3889,1;0;0;-3109,3;779,79;-5,0096;-29,405;-10,545;-0,36422;-14,689;-4,099;0;715,68;0;0;0;0;0;-0,72056;714,96;714,96;-2,0477;-12,972;0;0;699,94;699,94;
30.06. 09:00;0,62998;0,24004;18,11;191,57;0;715,26;0;715,26;715,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,62998;-0,0062998;0,0060792;-0,038887;-0,0016147;-0,024193;0;0,56506;5033,5;0;0;-4024,7;1008,8;-4,8219;-19,397;-33,306;-0,57792;-19,013;-4,0643;0;927,58;0;0;0;0;0;-0,91541;926,67;926,67;-2,9075;-16,93;0;0;906,83;906,83;
30.06. 10:00;0,73613;0,259;19,76;351,96;0;712;0;712;712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,73613;-0,0073613;0,0071035;-0,0507;-0,0016082;-0,020185;0;0,66338;5909,3;0;0;-4725,5;1183,8;-6,5721;-6,5514;-59,076;-0,202;-22,228;-0,31188;0;1088,8;0;0;0;0;0;-1,0566;1087,8;1087,8;-3,3322;-20,499;0;0;1064;1064;
30.06. 11:00;0,8267;0,243;21,29;412,79;0;764,26;0;764,26;764,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,8267;-0,008267;0,0079775;-0,063423;-0,0012473;-0,016171;0;0,74557;6641,4;0;0;-5311,5;1329,9;-9,7818;-3,9379;-86,024;-0,0081517;-24,604;-0,17965;0;1205,4;0;0;0;0;0;-1,1653;1204,2;1204,2;-3,7463;-23,442;0;0;1177;1177;
30.06. 12:00;0,82396;0,27861;22,44;455,81;0;714,2;0;714,2;714,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,82396;-0,0082396;0,0079511;-0,060411;-0,0016607;-0,016715;0;0,74488;6635,3;0;0;-5306,4;1328,9;-10,35;-4,9271;-90,822;-0,0082488;-24,456;-0,24485;0;1198,1;0;0;0;0;0;-1,1546;1196,9;1196,9;-3,743;-23,179;0;0;1170;1170;
30.06. 13:00;0,78908;0,28834;23,24;370,48;0;751,28;0;751,28;751,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,78908;-0,0078908;0,0076145;-0,055255;-0,0018602;-0,01785;0;0,71384;6358,8;0;0;-5085;1273,8;-9,7462;-5,8241;-85,979;-0,046623;-23,444;-0,40416;0;1148,4;0;0;0;0;0;-1,1033;1147,3;1147,3;-3,575;-21,912;0;0;1121,8;1121,8;
30.06. 14:00;0,7304;0,26585;23,73;291,07;0;747,14;0;747,14;747,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,7304;-0,007304;0,0070483;-0,049889;-0,0017085;-0,020662;0;0,65789;5860,3;0;0;-4686,2;1174,1;-8,8547;-5,9879;-74,601;-0,058974;-21,692;-0,60394;0;1062,3;0;0;0;0;0;-1,0161;1061,3;1061,3;-3,169;-19,917;0;0;1038,2;1038,2;
30.06. 15:00;0,61737;0,25415;23,84;163,94;0;710,72;0;710,72;710,72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,61737;-0,0061737;0,0059575;-0,040504;-0,0018437;-0,023424;0;0,55138;4911,6;0;0;-3927,3;984,34;-7,7814;-10,168;-51,992;-0,16646;-18,285;-1,4719;0;894,47;0;0;0;0;0;-0,84971;893,62;893,62;-2,5422;-16,417;0;0;874,66;874,66;
30.06. 16:00;0,49189;0,21746;23,6;0;1,7644;697,12;0;695,36;695,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,49189;-0,0049189;0,0047467;-0,026402;-0,0016885;-0,028026;0;0,4356;3880,3;0;0;-3102,1;778,17;-7,9308;-11,7;-30,879;-0,30048;-14,547;-1,8392;0;710,97;0;0;0;0;0;-0,6689;710,3;710,3;-2,0253;-12,92;0;0;695,36;695,36;
30.06. 17:00;0,34485;0,17896;22,87;0;204,75;673,94;0;469,19;469,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,34485;-0,0034485;0,0033278;-0,013351;-0,0016094;-0,02869;0;0,30108;2682;0;0;-2143,6;538,39;-8,982;-21,185;-12,329;-0,63602;-9,9052;-5,1004;0;480,25;0;0;0;0;0;-0,45089;479,8;479,8;-1,4422;-9,1678;0;0;469,19;469,19;
30.06. 18:00;0,21196;0,12182;21,79;0;397,04;663,04;0;266;266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,21196;-0,0021196;0,0020454;-0,0037214;-0,0011979;-0,027547;0;0,17942;1598,2;0;0;-1276,9;321,32;-9,6851;-20,873;-2,5018;-0,77828;-5,7496;-7,9805;0;273,75;0;0;0;0;0;-0,33756;273,41;273,41;-0,84883;-6,5607;0;0;266;266;
30.06. 19:00;0,09714;0,061621;20,49;0;500,52;606,28;0;105,76;105,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,09714;-0,0009714;0,00093739;0,002443;-0,0006584;-0,021747;0;0,077143;687,18;0;0;-548,43;138,76;-7,9197;-13,73;0,57329;-0,38652;-2,3459;-2,8226;0;112,12;0;0;0;0;0;-0,24137;111,88;111,88;-0,35505;-5,7658;0;0;105,76;105,76;
30.06. 20:00;0,00675;0,0066825;19,08;0;566,15;569,34;0;3,1924;3,1924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,00675;-6,75E-05;6,5136E-05;-0,00032568;-9,5769E-05;-0,00031631;0;0,0060099;53,535;0;0;-42,795;10,74;-2,9543;-0,23464;0,15078;-8,7361E-06;-0,15403;-0,025864;0;7,5217;-0,11079;-0,0063298;0;0;0;-0,025189;7,3794;7,3794;-0,01715;-4,1452;-0,0247;0;3,1924;3,2171;
30.06. 21:00;0;0;17,63;0;435,09;434,82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
30.06. 22:00;0;0;16,19;0;481,83;481,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
30.06. 23:00;0;0;14,74;0;491,01;490,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.07. 00:00;0;0;14,13;0;509,61;509,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.07. 01:00;0;0;13,47;0;494,05;493,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.07. 02:00;0;0;13,13;0;490,17;489,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.07. 03:00;0;0;12,89;0;422,21;421,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.07. 04:00;0,00164;0,0016236;12,91;0;432,15;431,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,00164;-1,64E-05;1,5825E-05;-7,9128E-05;-2,3269E-05;-7,6853E-05;0;0,0014602;13,007;0;0;-10,398;2,6094;-1,3111;-0,04047;0,054745;-2,0306E-06;-0,026251;-0,0053329;0;1,281;-1,281;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.07. 05:00;0,00867;0,0084243;12,96;0;698,93;703,98;0;5,0486;5,0486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,00867;-8,67E-05;8,3664E-05;-0,00040596;-0,00012059;-0,00046536;0;0,0076751;68,368;0;0;-54,651;13,717;-3,2915;-0,33207;0,43062;-1,1569E-05;-0,21048;-0,039667;0;10,274;-0,048169;-0,0051675;0;0;0;-0,034351;10,186;10,186;-0,021669;-5,1061;-0,01;0;5,0486;5,0586;
01.07. 06:00;0,15106;0,12599;13,99;0;517,46;722,92;0;205,46;205,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,15106;-0,0015106;0,0014577;-0,006516;-0,0016532;-0,01191;0;0,13093;1166,3;0;0;-932,25;234,04;-9,3514;-8,9654;5,6391;-0,23182;-4,4226;-4,4607;0;212,24;0;0;0;0;0;-0,33003;211,91;211,91;-0,57079;-5,8834;0;0;205,46;205,46;
01.07. 07:00;0,43923;0,077008;16,08;0;139,7;735,04;0;595,34;595,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,43923;-0,0043923;0,0042385;-0,01929;-0,00019633;-0,043626;0;0,37596;3349;0;0;-2677,1;671,88;-6,0608;-36,606;-5,0278;-0,35398;-12,477;-2,153;0;609,2;0;-0,13127;0;0;0;-0,61855;608,45;608,45;-1,7657;-11,348;0;0;595,34;595,34;
01.07. 08:00;0,60847;0,095474;18,13;86,377;0;762,7;0;762,7;762,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,60847;-0,0060847;0,0058716;-0,033666;-0,00018803;-0,035997;0;0,53841;4796;0;0;-3834,5;961,49;-5,098;-38,897;-29,057;-0,52435;-17,758;-1,4994;0;868,65;0;-0,21222;0;0;0;-0,87721;867,57;867,57;-2,6503;-15,838;0;0;849,08;849,08;
01.07. 09:00;0,75723;0,11562;20,06;354,67;0;716,2;0;716,2;716,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,75723;-0,0075723;0,0073072;-0,048695;-0,00020364;-0,027923;0;0,68014;6058,6;0;0;-4844,6;1214;-7,0865;-21,775;-63,17;-0,68478;-22,425;-2,6246;0;1096,2;0;0;0;0;0;-1,084;1095,1;1095,1;-3,6296;-20,616;0;0;1070,9;1070,9;
01.07. 10:00;0,5517;0,38604;20,77;61,873;0;734,46;0;734,46;734,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,5517;-0,005517;0,0053238;-0,032387;-0,0044619;-0,020425;0;0,49423;4402,6;0;0;-3520;882,56;-6,1878;-12,143;-31,355;-0,16091;-16,654;-1,9214;0;814,14;0;0;0;0;0;-0,78755;813,36;813,36;-2,3517;-14,671;0;0;796,33;796,33;
01.07. 11:00;0,63439;0,40851;21,52;162,98;0;747,88;0;747,88;747,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,63439;-0,0063439;0,0061218;-0,04088;-0,0044188;-0,019888;0;0,56898;5068,4;0;0;-4052,7;1015,7;-6,4278;-11,243;-46,081;-0,0065754;-19,039;-1,4043;0;931,53;0;0;0;0;0;-0,8992;930,63;930,63;-2,7146;-17,055;0;0;910,86;910,86;
01.07. 12:00;0,51294;0,41977;21,8;0;22,166;758,6;0;736,43;736,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,51294;-0,0051294;0,0049498;-0,02853;-0,0054393;-0,02003;0;0,45876;4086,6;0;0;-3267,2;819,41;-6,8374;-13,496;-28,601;-0,0068044;-15,409;-2,1664;0;752,89;0;0;0;0;0;-0,7252;752,17;752,17;-2,19;-13,541;0;0;736,43;736,43;
01.07. 13:00;0,47434;0,4005;21,93;0;54,994;736,24;0;681,25;681,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,47434;-0,0047434;0,0045773;-0,02552;-0,0052968;-0,019296;0;0,42406;3777,5;0;0;-3019,9;757,52;-7,2379;-13,1;-23,879;-0,080314;-14,265;-2,4609;0;696,5;0;0;0;0;0;-0,67057;695,83;695,83;-1,99;-12,593;0;0;681,25;681,25;
01.07. 14:00;0,28616;0,27428;21,46;0;324,8;734,58;0;409,78;409,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,28616;-0,0028616;0,0027614;-0,014098;-0,0038879;-0,01314;0;0,25493;2270,9;0;0;-1815,4;455,54;-9,8231;-9,5638;-6,0782;-0,00040963;-8,6015;-1,8271;0;419,65;0;0;0;0;0;-0,40711;419,24;419,24;-1,2067;-8,2556;0;0;409,78;409,78;
01.07. 15:00;0,18041;0,17676;20,73;0;444,1;699,66;0;255,56;255,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,18041;-0,0018041;0,0017409;-0,0087556;-0,0025268;-0,008428;0;0,16064;1430,9;0;0;-1143,9;287,06;-10,736;-6,2173;-0,43657;-0,00026568;-5,3933;-1,2172;0;263,06;0;0;0;0;0;-0,32747;262,73;262,73;-0,74959;-6,4134;0;0;255,56;255,56;
01.07. 16:00;0,04716;0,045805;19,67;0;541,31;599,06;0;57,745;57,745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,04716;-0,0004716;0,00045509;-0,0022823;-0,00065546;-0,0022228;0;0,041983;373,98;0;0;-298,95;75,024;-7,9255;-1,6239;0,91681;-6,5947E-05;-1,3278;-0,2865;0;64,777;0;0;0;0;0;-0,18689;64,59;64,59;-0,17506;-6,6693;0;0;57,745;57,745;
01.07. 17:00;0,03693;0,035871;18,62;0;270,11;311,52;0;41,413;41,413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,03693;-0,0003693;0,00035637;-0,0017711;-0,00051327;-0,0017714;0;0,032861;292,72;0;0;-234;58,725;-7,0895;-1,3097;0,95684;-5,135E-05;-1,0257;-0,22268;0;50,034;0;0;0;0;0;-0,15122;49,883;49,883;-0,12984;-8,34;0;0;41,413;41,413;
01.07. 18:00;0,08937;0,086428;18,15;0;178,56;300,62;0;122,06;122,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,08937;-0,0008937;0,00086241;-0,0041737;-0,0012296;-0,0045624;0;0,079373;707,04;0;0;-565,19;141,86;-9,5468;-3,3667;2,0962;-0,00012803;-2,6208;-0,69895;0;127,72;0;0;0;0;0;-0,29139;127,43;127,43;-0,35301;-5,0096;0;0;122,06;122,06;
01.07. 19:00;0,00885;0,0085988;17,38;0;287,45;292,5;0;5,0455;5,0455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,00885;-8,85E-05;8,54E-05;-0,00040236;-0,00012308;-0,00047409;0;0,0078474;69,903;0;0;-55,877;14,027;-3,4252;-0,33783;0,26553;-1,1506E-05;-0,21058;-0,039316;0;10,279;-0,0484;-0,0060742;0;0;0;-0,034337;10,19;10,19;-0,024393;-5,1104;-0,01;0;5,0455;5,0555;
01.07. 20:00;0,00174;0,0017226;16,68;0;282,19;281,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,00174;-1,74E-05;1,6792E-05;-8,3953E-05;-2,4686E-05;-8,1539E-05;0;0,0015492;13,8;0;0;-11,032;2,7685;-1,2387;-0,04797;0,043746;-2,1083E-06;-0,030511;-0,0097724;0;1,4853;-1,4853;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.07. 21:00;0;0;15,89;0;234,41;234,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.07. 22:00;0;0;15,1;0;157,53;157,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.07. 23:00;0;0;14,31;0;104,55;104,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.07. 00:00;0;0;13,76;0;102,05;101,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.07. 01:00;0;0;13,06;0;101,09;100,82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.07. 02:00;0;0;12,68;0;97,334;97,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.07. 03:00;0;0;12,39;0;164,43;164,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.07. 04:00;0,0064;0,006336;12,48;0;195,65;198,66;0;3,0095;3,0095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,0064;-6,4E-05;6,1758E-05;-0,00030879;-9,0803E-05;-0,00029991;0;0,0056983;50,759;0;0;-40,576;10,183;-2,7639;-0,22248;0,31966;-8,6E-06;-0,15032;-0,027464;0;7,3384;-0,31635;0;0;0;0;-0,024328;6,9977;6,9977;-0,013422;-3,9158;-0,059;0;3,0095;3,0685;
02.07. 05:00;0,08753;0,062278;13,53;0;112,81;208,9;0;96,088;96,088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47611;0,022809;0,47611;0,022809;0,75611;0,021353;0,08753;-0,0008753;0,00084465;-0,0015559;-0,00072919;-0,016753;0;0,068461;609,84;0;0;-487,14;122,7;-7,7902;-10,737;3,4145;-0,43483;-2,1431;-3,2188;0;101,79;0;0;0;0;0;-0,25607;101,54;101,54;-0,26163;-5,1863;0;0;96,088;96,088;
02.07. 06:00;0,20196;0,12471;14,85;38,805;0;220,48;0;220,48;220,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,22173;0,022995;0,22173;0,022995;0,513;0,021517;0,20196;-0,0020196;0,0019489;-0,0072444;-0,0013032;-0,024987;0;0,16835;1499,7;0;0;-1198,6;301,07;-8,8927;-19,056;5,0052;-0,40312;-5,5544;-5,3832;0;266,78;0;0;0;0;0;-0,34256;266,44;266,44;-0,74814;-6,4078;0;0;259,28;259,28;
02.07. 07:00;0,324;0,19022;16,41;0;13,061;198,86;0;193,83;341,56;255,85;8,0266;0;0;5,2775;4,6053E+08;1,4448E+07;0;0;9,4995E+06;4,6053E+08;1,4448E+07;0;0;9,4995E+06;0;0;0;0;0;0,36709;0,022995;0,36709;0,022995;0,51298;0,021517;0,324;-0,00324;0,0031266;-0,01475;-0,001905;-0,02555;0;0,28168;2509,2;0;0;-2005,8;503,39;-7,7283;-21,889;0,83755;-0,30499;-9,486;-4,5449;0;460,27;0;0;0;0;0;-0,46637;459,8;459,8;-1,285;-8,8442;0;0;449,67;449,67;
